OTU	MQ180615-57	MQ181108-127	MQ180831-130	MQ181108-123	MQ171106-92	MQ181108-140	MQ181108-124	MQ181221-119	MQ171215-156	MQ181108-118	MQ181108-130	MQ181108-136	MQ181221-116	MQ181221-114	MQ171129-75	MQ181108-119	MQ171129-106	MQ181108-138	MQ181221-118	MQ171106-87	MQ181108-122	MQ181108-120	MQ181108-134	MQ181108-133	MQ180525-285	MQ181108-125	MQ181108-135	MQ181108-141	MQ181108-132	MQ181221-113	MQ181108-139	MQ181108-126	MQ181108-137	MQ181221-117	MQ180212-184	MQ180819-22	MQ181108-131	MQ171215-93	MQ181221-111	MQ181221-112	MQ181108-128	MQ180801-286	MQ180615-71	MQ181221-115	MQ181108-129	MQ181108-121	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU_3066	3	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Chloroflexi	c__Thermomicrobia	o__JG30-KF-CM45	f__	g__	s__
OTU_1361	9	0	0	0	19	3	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	6	0	3	0	0	0	3	4	0	0	0	k__Bacteria	p__Parcubacteria	c__	o__	f__	g__	s__
OTU_3323	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	k__Bacteria	p__Gracilibacteria	c__	o__	f__	g__	s__
OTU_1633	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	3	0	0	0	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Saprospiraceae	g__QEDR3BF09	s__
OTU_2474	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	k__Bacteria	p__Actinobacteria	c__KIST-JJY010	o__	f__	g__	s__
OTU_1493	0	0	0	0	9	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	3	1	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__D05-2	g__	s__
OTU_2711	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	k__Bacteria	p__Chloroflexi	c__TK10	o__	f__	g__	s__
OTU_848	15	0	3	0	43	9	0	0	6	0	0	0	0	0	4	0	2	0	2	4	0	0	0	0	4	0	0	0	0	0	1	0	0	0	4	6	0	6	0	0	0	0	5	0	0	0	k__Bacteria	p__Saccharibacteria	c__Unknown Class	o__Unknown Order	f__SBR2060	g__	s__
OTU_1178	0	0	0	0	0	0	1	1	0	0	0	1	6	8	0	0	0	0	9	0	0	0	0	0	0	0	0	0	1	8	0	0	1	3	0	0	0	0	1	1	0	0	0	5	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Phyllobacteriaceae	g__Aminobacter	s__
OTU_1918	6	0	1	0	27	0	0	0	4	0	0	0	0	0	0	0	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	3	3	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Propionibacteriales	f__Propionibacteriaceae	g__Propioniciclava	s__
OTU_554	87	0	12	0	227	27	0	0	39	0	0	0	0	1	31	0	0	1	0	54	0	0	0	0	19	0	0	0	0	0	0	0	0	0	24	35	0	30	0	0	1	23	43	0	0	0	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__
OTU_1932	1	0	0	0	6	1	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0	0	2	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__uncultured	s__
OTU_3146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	Unassigned						
OTU_2776	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__Anaerolinea	s__
OTU_869	12	0	1	0	40	8	0	0	2	0	0	0	0	0	6	0	2	0	0	10	0	0	0	0	4	0	0	0	0	0	0	0	0	0	8	8	0	4	0	0	0	9	5	0	0	0	k__Bacteria	p__Planctomycetes	c__Planctomycetacia	o__Planctomycetales	f__Planctomycetaceae	g__Blastopirellula	s__
OTU_1974	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	0	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Arenimonas	s__
OTU_1707	2	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	0	1	0	0	0	k__Bacteria	p__Planctomycetes	c__Planctomycetacia	o__Planctomycetales	f__Planctomycetaceae	g__uncultured	s__
OTU_2312	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae	g__Thalassospira	s__
OTU_52	0	77	0	56	0	0	505	163	0	58	264	108	491	417	0	93	0	129	162	0	71	114	744	594	0	365	481	0	327	79	0	430	126	264	0	0	273	0	124	90	69	0	0	411	63	48	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__env.OPS 17	g__	s__
OTU_2394	2	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Saprospiraceae	g__CYCU-0281	s__
OTU_168	142	0	36	1	316	74	0	0	51	0	0	0	1	1	40	0	39	0	7	76	0	0	0	0	35	0	0	0	0	1	1	0	0	1	28	68	0	55	1	1	0	51	78	0	0	0	k__Bacteria	p__Chlorobi	c__Chlorobia	o__Chlorobiales	f__SJA-28	g__K2-30-37	s__
OTU_3309	1	0	0	0	13	2	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	1	0	0	0	k__Bacteria	p__Armatimonadetes	c__	o__	f__	g__	s__
OTU_1057	8	0	0	0	14	1	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	3	0	3	0	0	0	1	5	0	0	0	k__Bacteria	p__Armatimonadetes	c__	o__	f__	g__	s__
OTU_1818	1	0	0	0	8	2	0	0	1	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	6	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Frankiales	f__Nakamurellaceae	g__Nakamurella	s__
OTU_123	357	0	66	0	783	169	0	0	104	0	0	1	0	0	71	0	120	0	1	157	0	0	0	0	133	0	0	0	0	0	7	0	0	0	67	132	0	92	0	0	0	110	245	0	0	0	k__Bacteria	p__Tenericutes	c__Mollicutes	o__Mollicutes RF9	f__	g__	s__
OTU_2197	0	0	2	0	4	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__uncultured	s__
OTU_3339	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	Unassigned						
OTU_20	3984	0	618	0	8066	2186	0	0	1375	0	0	4	0	0	1037	0	986	3	9	1963	0	0	1	0	1367	1	0	0	8	0	29	0	0	0	868	2241	0	1452	0	0	0	1221	2059	0	0	0	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Blvii28 wastewater-sludge group	s__
OTU_2660	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Gracilibacteria	c__	o__	f__	g__	s__
OTU_1845	2	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	k__Bacteria	p__Armatimonadetes	c__	o__	f__	g__	s__
OTU_2212	2	0	0	0	7	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Oligoflexales	f__	g__	s__
OTU_1489	6	0	0	0	6	2	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__BVA77	g__LF_BF07	s__
OTU_1693	0	0	0	0	4	2	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	Unassigned						
OTU_1500	2	0	2	0	8	1	0	0	1	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	3	0	0	0	1	3	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Propionibacteriales	f__Propionibacteriaceae	g__Propionicimonas	s__
OTU_2641	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	1	0	1	2	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	Unassigned						
OTU_3336	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	k__Bacteria	p__Planctomycetes	c__Planctomycetacia	o__Planctomycetales	f__Planctomycetaceae	g__Isosphaera	s__
OTU_655	23	0	4	0	65	22	0	0	14	0	0	0	0	0	11	0	15	0	0	25	0	0	0	0	13	0	0	0	0	0	1	0	0	0	10	15	0	20	0	0	0	11	15	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Rhodobacter	s__
OTU_1910	66	0	12	0	157	34	0	0	49	0	0	0	0	0	31	0	27	0	1	35	0	0	0	0	24	0	0	0	0	0	0	0	0	0	21	43	0	29	0	0	0	31	35	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Peptostreptococcaceae	g__Terrisporobacter	s__
OTU_1543	5	0	3	0	15	3	0	0	1	0	0	0	0	0	3	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	2	0	1	0	0	0	2	1	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micrococcales	f__Intrasporangiaceae	g__Intrasporangium	s__
OTU_3055	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	0	0	1	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Chitinophagaceae	g__uncultured	s__
OTU_991	5	0	2	0	18	8	0	0	2	0	0	0	0	0	6	0	2	0	0	2	0	0	0	0	5	0	0	0	0	0	1	0	0	0	3	6	0	5	0	0	0	2	1	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Mobilitalea	s__
OTU_1791	1	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Gracilibacteraceae	g__Lutispora	s__
OTU_1759	10	0	0	0	9	2	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	2	1	0	0	0	Unassigned						
OTU_2714	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Chloroflexi	c__WCHB1-50	o__WCHB1-50	f__WCHB1-50	g__WCHB1-50	s__
OTU_2055	4	0	4	0	14	5	0	0	1	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	0	0	0	0	3	0	0	0	k__Bacteria	p__Aminicenantes	c__	o__	f__	g__	s__
OTU_1726	6	0	0	0	7	3	0	0	0	0	0	0	0	0	3	0	4	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	3	0	1	0	0	0	1	2	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Lysinimonas	s__
OTU_1295	1	0	2	0	10	1	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	1	0	0	0	k__Bacteria	p__Chloroflexi	c__Ardenticatenia	o__uncultured	f__	g__	s__
OTU_10	119	20	21	0	249	56	16	2924	59	3	46	95	5010	8017	33	3	33	72	2582	67	3	1	9	5	33	14	22	0	76	3370	0	21	85	3228	23	63	63	55	2358	2264	22	30	50	5581	20	2	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Propionibacteriales	f__Propionibacteriaceae	g__Propionicimonas	s__
OTU_2452	3	0	2	0	13	2	0	0	3	0	0	0	0	0	4	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	5	0	3	0	0	0	5	1	0	0	0	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Senegalimassilia	s__
OTU_734	21	0	4	0	28	7	0	0	4	0	0	1	0	0	0	0	5	0	0	8	0	0	0	0	6	0	0	0	0	1	0	0	0	0	2	10	0	3	0	0	0	3	6	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__PeM15	f__PeM15	g__rJ14	s__
OTU_3132	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__LWSR-14	g__	s__
OTU_2036	2	0	1	0	5	2	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	k__Bacteria	p__Chloroflexi	c__Thermomicrobia	o__Sphaerobacterales	f__Sphaerobacteraceae	g__Nitrolancea	s__
OTU_2283	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Ruminococcaceae UCG-010	s__
OTU_194	249	0	47	0	548	143	0	0	116	0	0	0	1	1	78	0	97	0	6	155	0	0	0	1	138	0	0	0	1	1	1	0	0	0	90	137	0	114	0	0	0	89	116	1	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Phyllobacteriaceae	g__CD04	s__
OTU_3149	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__uncultured	s__
OTU_1119	21	0	4	0	34	11	0	2	7	0	0	0	0	1	10	0	8	0	0	7	0	0	0	0	6	0	0	0	0	2	0	0	0	0	3	10	0	14	0	2	0	1	10	6	0	0	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 4	f__Unknown Family	g__Blastocatella	s__
OTU_1060	3	0	2	0	26	4	0	0	8	0	0	0	0	0	1	0	4	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	6	0	3	0	0	0	3	5	0	0	0	k__Bacteria	p__Planctomycetes	c__Planctomycetacia	o__Planctomycetales	f__Planctomycetaceae	g__Pirellula	s__
OTU_1245	10	0	3	0	30	5	0	0	5	0	0	0	0	0	1	0	1	0	0	11	0	0	0	0	9	0	0	0	0	0	0	0	0	0	4	2	0	6	0	0	0	1	6	0	0	0	k__Bacteria	p__Chloroflexi	c__SHA-26	o__	f__	g__	s__
OTU_1714	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	k__Bacteria	p__Planctomycetes	c__Planctomycetacia	o__Planctomycetales	f__Planctomycetaceae	g__Pir4 lineage	s__
OTU_2828	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Firmicutes	c__Negativicutes	o__Selenomonadales	f__uncultured	g__	s__
OTU_1192	5	0	1	0	8	1	0	0	3	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	2	3	0	0	0	k__Bacteria	p__SHA-109	c__	o__	f__	g__	s__
OTU_2556	4	0	0	0	5	3	0	0	2	0	0	0	0	0	2	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	1	0	0	0	k__Bacteria	p__Chloroflexi	c__KD4-96	o__	f__	g__	s__
OTU_1369	9	0	4	0	21	4	0	0	2	0	0	0	0	0	1	0	4	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	5	0	5	0	0	0	1	3	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Propionibacteriales	f__Propionibacteriaceae	g__uncultured	s__
OTU_2721	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__Christensenellaceae R-7 group	s__
OTU_2140	3	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Unassigned						
OTU_361	87	0	31	0	227	47	0	0	53	0	0	0	0	0	31	0	42	0	3	56	0	0	0	0	40	0	0	0	0	0	2	0	0	0	23	55	0	48	0	2	0	47	46	2	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Paracocccus	s__
OTU_2105	4	0	0	0	6	1	0	0	3	0	0	0	0	0	1	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	3	0	0	0	0	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__uncultured	g__	s__
OTU_1049	9	0	0	0	35	4	0	0	7	0	0	0	0	0	8	0	5	0	0	11	0	0	0	0	10	0	0	0	0	0	0	0	0	0	5	9	0	6	0	0	0	3	11	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Propionibacteriales	f__Nocardioidaceae	g__Nocardioides	s__
OTU_2652	1	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	k__Bacteria	p__Hydrogenedentes	c__	o__	f__	g__	s__
OTU_2257	1	0	4	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	3	1	0	0	0	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__
OTU_855	17	0	3	0	52	18	0	0	5	0	0	0	0	0	1	0	7	0	0	11	0	0	0	0	11	0	0	0	0	0	0	0	0	0	4	6	0	11	0	0	0	5	5	0	0	0	k__Bacteria	p__Planctomycetes	c__Phycisphaerae	o__KCLunmb-38-53	f__	g__	s__
OTU_456	113	0	20	0	211	45	0	0	37	0	0	0	0	0	33	0	37	0	2	45	0	0	0	0	24	0	0	0	0	0	2	0	0	0	27	28	0	40	0	0	0	22	52	0	0	0	k__Bacteria	p__Chlorobi	c__Ignavibacteria	o__Ignavibacteriales	f__PHOS-HE36	g__oca15	s__
OTU_2975	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	k__Bacteria	p__Chloroflexi	c__Caldilineae	o__Caldilineales	f__Caldilineaceae	g__uncultured	s__
OTU_977	13	0	3	0	26	5	0	0	3	0	0	0	0	0	4	0	4	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	4	4	0	6	0	0	0	3	8	0	0	0	k__Bacteria	p__Planctomycetes	c__Phycisphaerae	o__KCLunmb-38-53	f__	g__	s__
OTU_1975	1	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	k__Bacteria	p__Bacteroidetes	c__SB-5	o__	f__	g__	s__
OTU_33	1	363	1	419	0	0	741	155	0	274	311	1129	203	220	0	176	0	786	149	0	328	197	650	354	0	577	453	0	533	282	0	731	938	134	0	1	385	0	291	203	629	0	0	158	477	424	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Kaistia	s__
OTU_3188	0	59	1	82	7	2	191	73	0	87	71	237	77	108	0	55	0	162	55	0	68	71	204	128	0	144	191	0	131	39	0	169	207	62	0	0	98	0	42	28	107	0	1	87	98	84	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Nordellaceae	g__Nordella	s__
OTU_2951	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Epilithonimonas	s__
OTU_403	0	6	0	5	0	0	18	17	0	11	15	27	16	10	0	5	0	15	8	0	7	2	33	14	0	11	30	0	24	4	0	15	16	15	0	0	17	0	8	3	11	0	0	15	6	2	Unassigned						
OTU_2348	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Lentisphaerae	c__Lentisphaeria	o__Victivallales	f__Victivallaceae	g__Victivallis	s__
OTU_3257	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micrococcales	f__Micrococcaceae	g__Rothia	s__
OTU_2587	1	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	2	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Peptococcaceae	g__Desulfurispora	s__
OTU_1605	6	0	2	0	9	4	0	0	2	0	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	1	3	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__uncultured	s__
OTU_1446	0	0	0	0	3	1	0	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Bdellovibrionales	f__Bdellovibrionaceae	g__Bdellovibrio	s__
OTU_251	0	6	0	2	1	0	0	22	0	2	10	12	74	65	1	4	0	0	32	0	3	3	7	15	0	0	8	0	23	65	0	0	5	35	0	0	15	0	73	52	11	0	0	70	1	3	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 3	f__SJA-149	g__	s__
OTU_2838	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillales Incertae Sedis	g__Candidatus Alysiosphaera	s__
OTU_1789	3	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Ottowia	s__
OTU_2053	0	0	0	0	5	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Rhodobacter	s__
OTU_3196	1	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	k__Bacteria	p__Actinobacteria	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Eggerthella	s__
